Date Published,Rating,Best Rating,Author,Review,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended,Aircraft
2024-08-21,2,10,E Garsen,"✅ Trip Verified |   The worst experience ever in the Paris CDG Airport with the Air France ground crew and automated check in service. Agents forcing customers to pay for excess baggage, running down the poorly functioning and frustrating automated carousel and removing customer luggage which had already been accepted. I even saw them remove one customers luggage stating, we don't take luggage like this as standard and you have to pay more on a return flight where the luggage had been taken on the journey out with no issues at all. I have to question the level of staff training that has taken place and the 'extortion' that was going on very publicly putting customers in very difficult positions and making the simple statement, pay or miss your flight. How can a large company such as this continue to operate in this manner?  I will never use them again and good luck if you do, their customer service is abominable.",Family Leisure,Economy Class,Paris to Birmingham,August 2024,2.0,3.0,2.0,,1.0,,1,No,
2024-08-21,1,10,S Barbier,"✅ Trip Verified | This is a company that is constantly experiencing delays, to the point of having to cancel the outbound flight. (Pretext: WORKING TIME OF AIR TRANSPORT FLIGHT CREWS) It's a good measure for airline staff, but it completely misunderstands customers. It's absolutely scandalous. Air France claims to make up for its cancellations, and offers to reimburse you for the human and financial damage caused by the cancelled flight. This is a lie. AIR FRANCE takes this opportunity to cancel your return ticket. it's at the airport that they tell you the ticket no longer exists! You can't go home except, of course, by buying an overpriced ticket. A shame. Choose other, more serious airlines. Air France's quality of service is appalling.",Solo Leisure,Economy Class,Paris to Vienna,August 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,No,
2024-08-21,1,10,C Marden,"✅ Trip Verified |   Absolutely appalling Air France ground staff experience at check-in desk at 05.00am on 21sep at Toulouse-Blagnac airport, travelling on first flight to Amsterdam KL1448 STD0620, on a business trip. Air France check-in staff was having an awful and not professional attitude towards me and others clients, when I approached gently his counter. First thing I was asked aggressively before even been greeted, was about to take out of me my unique small hand bag, fully compliant with AF/KLM cabin baggage standards. I am a frequent traveler, used to travel a lot (formerly Gold Flying Blue member), and I was chocked the way I’ve been addressed this early morning. I so try to explain the reason why I took this small hand bag for 1 day trip as I as had to work straight upon arrival. The staff didn’t even listen and kept repeating his off rule not mentioned anywhere, saying that passengers seated on zone 5 of the aircraft, they have to check-in hand bags without discussion, while others clients from other counters, were allowed to keep it even extra cases, despite the fact they were also traveling in Economy class. I wasn’t even seated in an emergency exit. I explained again and he told me arrogantly that I didn’t understand what he was saying to me. He also shown me that it was written in the boarding pass “hand bag not guaranteed” which obviously doesn’t mean they are forced to remove all hand bags of compliant customers as I was. I wish I could have spoken on this early morning day to a gentle and smiling person who could have been able to explain to me the situation instead of imposing his own rule, which not stated anywhere. I was told at gate that he was the most nicely person of AF ground services team at TLS airport. Perhaps very lovely person with his friends and colleagues, but not definitely with AF/KL clients. This unusual situation to me made me a very bad day regrettably. There is a way to greet and approach clients and made them do what you want them to do without creating a bad feeling, resulting an a regrettable customer experience, thus a disappointing image of the airline. The lack of flexibility and not being gentle and professional with people, doesn’t show a good image of the French national carrier, including with the Dutch national carrier.",Business,Economy Class,Toulouse to Amsterdam,August 2024,,,,,1.0,,1,No,E190
2024-08-20,6,10,Z Khizer,"✅ Trip Verified |   I have flown this route with AF several times and one thing has always been very consistent is that the crew on-board from DXB-CDG is always very pleasant, smiley, talkative, meals are much better. CDG-YUL, its like 180 degree turn, grumpy crew, always run out of meal option, rushing to serve you and just an utter disaster. I asked for an extra meal, first the crew member straight up refused and then after 30 mins came by and just handed me over without saying anything. Maybe because plane to Montreal are always full. I like AF ground staff at CDG. Perfectly bilingual and go out of their way to help you out.",Solo Leisure,Economy Class,Dubai to Montreal via Paris CDG,August 2024,5.0,3.0,4.0,3.0,5.0,3.0,3,Yes,
2024-08-18,1,10,Shane Taylor,"Not Verified |  Flew in June business class, Paris to Lima and 2 weeks later the return journey. Worst flights ever on a 777. British Airways flights I have taken were better. You can choose your main meals before the flight. Which I did for me and my partner. When boarding the flights the crew come to your seat. They check your main dinner choices. We confirmed that's what we chose. When my dinner came, it wasn't what I chose. They said its all they had left. I told them they gave my dinner choice to someone else or a crew member. I refused the dinner they bought me. Funnily enough they came back later and said they had what I choose and was cooking it now.  Along with this the drink menu was rubbish. This was a business class flight, which had economy standards. The return flight was just as bad. Air France boast top chefs have devised the menu. Any chef who did this and saw what they served, would be embarrassed. The business class seat layouts are a new plan that Air France have designed. When you put them in lay flat mode your feet are squashed together, when you do lay down to try and sleep. Before the flights we paid and chose our seats, so we would have a window. They changed our seats 4 times before the flights. When we returned we put in a refund claim for the seats we paid for, but didn't get one. Got a one line reply, saying no. Will not fly Air France again.",Couple Leisure,Business Class,Paris to Lima,June 2024,1.0,1.0,1.0,,1.0,,1,No,Boeing 777
2024-08-06,8,10,J Tung,"Not Verified | First time flying the newly renovated 777 business class with door. Overall experience is very positive. The interior of the plane was very elegant, and the F&B offered was superior. The door added substaintial privacy especially during sleeping which is a big plus. Service onboard was also very good. Very polite and friendly. However there were also some shortcomings - the wifi and flying map were not working properly for the majority of the journey. Also the private doors for some seats were not functioning and it took the crew a lot of efforts to release those doors manually. Choices of IFE is also lacking",Couple Leisure,Business Class,Tokyo to London via Paris,August 2024,4.0,5.0,5.0,3.0,4.0,3.0,5,Yes,Boeing 777-300
2024-08-05,1,10,N Reddy,"✅ Trip Verified | I had a very disappointing experience with Air France. My flight from Bangalore to Toronto included a layover in Paris, but a 6-hour delay departing Bangalore caused me to miss my connecting flight. The next available flight wasn't for another 24 hours. The way Air France treated their passengers was extremely poor; the sleeping arrangements provided looked like a mortuary, as shown in the photos. They also only gave €15 for three meals, which is utterly inadequate. I never expected such poor hospitality from the airline. Unfortunately, I would not recommend Air France to anyone in the future.",Solo Leisure,Economy Class,Bangalore to Toronto via Paris,August 2024,2.0,1.0,1.0,1.0,1.0,1.0,1,No,
2024-08-05,1,10,S Baine,"✅ Trip Verified |   Only at first everything was running smoothly, they gave us our first meal (they were awful) and we kept going towards our stop at Paris. In the middle of the flight there were people in front of us who reclined their seat, I know that's it's not the airlines fault but if you read further you will understand why it is. Flight attendant was called because the dude at the front was not going forward so my grandparents could pass and sit without having to push him. The flight attendant said that the seats are there to be reclined and he can do whatr he wants, not even tell him to temporarily sit normally so my grandparents could pass and sit.",Family Leisure,Economy Class,Denver to Athens via Paris,August 2024,1.0,1.0,1.0,2.0,4.0,3.0,1,No,
2024-08-04,1,10,Ahmed Ahmed-Yahia,"Not Verified | My son Ryan Ahmed-Yahia and I checked-in our luggage from Chicago to Algiers on June 16, 2024. Once we arrived at Algiers, we waited for our luggage to show up, but it never did. A guy told us that our luggage didn't arrive on the plane. Because I live in Chelghoum Laid which is a 4-hour drive from Algiers, my son and I took a taxi and left the airport without our luggage. 5 days later, we were informed that our luggage had arrived at Algiers airport. Because we didn't have any clothes to change into, my son and I had to buy clothes from socks, to underwear, to shirts, shorts, T-shirts, shoes, sandals, toothpaste, toothbrushes, shampoo, soap, medication, and everything else two adults need. Afterwards, we rented a taxi for the whole day because we needed to go to Algiers (4 hours drive), stand in line for over an hour, pick up our luggage, then drive back 4 hours to go back home. The sole purpose of this trip was to take my son in the wilderness and the Sahara Desert of Algeria where there is no access to the Internet. Therefore, I contacted Air France the first opportunity I had an Internet connection. When I contacted Air France, they refused to reimburse us.",Family Leisure,Economy Class,Chicago to Algiers via Milwaukee,June 2024,3.0,4.0,2.0,2.0,3.0,1.0,2,No,A350-900
2024-08-03,1,10,Chloe Davis,"Not Verified |   Air France made an error when editing my booking (which I had to pay for) and removed my luggage allowance. Didn’t discover this until online check in. Air France failed to resolve the issue and instead tried to charge £200 per checked bag. Air France customer service is truly terrible and has to be the worst I’ve experienced from any industry. Staff simply don’t care, are ignorant and rude. Never would I book with them again.",Family Leisure,Economy Class,London to Orlando via Paris,July 2024,5.0,5.0,,,1.0,,1,No,
2024-08-03,1,10,Shane Uren,"✅ Trip Verified |   Shocking service. Do not fly Air France, when the chips are down they will discard you like a sewer rat. First flight only delayed by 15 min out of Manchester. Arrived at CDG, got stuck at security with only 2 security check points working which caused a delay. We begged the security to let us though to the front but they instructed us to remain in the line. Yes they pushed all the so called priority passengers ahead of the line. We arrived at the boarding gate to be told it’s closed and we missed our flight. However the aircraft’s door is open and airbridge is attached. They made us got to Airfrance Customer care. The lady at the counter was not helpful, nor was the manager. They could only offer us one double bed at the airport hotel which is the size of a shoe box. We are traveling as a family of 4 of which I have a 9 year old daughter and a 6 month old baby. I was told to sleep on the stretcher bed as we not allowed to be 4 people on a double bed. This bed is not with my family. We were not offered any food, any drinks and all the shops are closed. No access to our luggage which has all the baby’s items inside, IE breast pump and medicine. We asked the manager to just let us get the luggage with the babies items inside and this was denied. How can Air France do this to paying passengers. The service is terrible, the staff couldn’t care less.",Family Leisure,Economy Class,Manchester to Johannesburg via Paris,August 2024,1.0,1.0,,,1.0,,1,No,
2024-07-30,1,10,F Marden,"✅ Trip Verified |   This was really poor service. My wife and I were seated next to a guy who was at least 350 pounds. The flight was 11 hours from Johannesburg to Paris. We requested a seat change and were denied. My wife couldn’t use her arm rest, or sit up straight. On the leg from Paris to Phoenix we were delayed over 4 hours. They don’t compensate you since the USA is not part of the EU compensation agreement",Couple Leisure,Economy Class,Johannesburg to Phoenix via Paris,July 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,No,
2024-07-26,1,10,N Ngo,"Not Verified |   My family and I flew from LAX to LHR (London Heathrow), then final destinations to Rome in the beginning of July 2024. I bought the new Samsonite Proxis luggage especially for my Europe trips because these are light weight. There were no damage to my luggage from LAX TO LHR to Rome. We used train to travel from Rome to Florence then again from Florence to Venice. On July 16, 2024 we flight from Air France from Venice to Paris, France. When pick up my luggage on baggage claim, found a rip in the zipper. I spoke with staff at Air France CDG airport whom advise me to filed online and someone will get back to me but I gave to filed within 7 days of my flight date. I filed the claimed and they reply to states that is normal wear and tear and that they are not able to reimburse me. I have receipts to show that I bought this luggage especially for the trips. The tips is where the zipper is which is cause by someone or something poke thought which cause the rip. I can understand if it is scratch but how it can it rip. They just don’t want to repay the damage that their employees has caused to my luggage as this rip can cause any where between $200 to $300 as these are the new Samsonite luggage cost $600 for the large size and $550 for the medium size. I can’t believe how irresponsible Air France is. Not to mention before the trip Air France cancel my flight on the day of, I had to make multiple call to brush airways to try to find new flight. Not only they cancel my flight, when finally find a flight. I find out they moved my husband far away from us when we already prepaid for selected seat so we can sit together. They just moved his seat without any explanation when he prepaid and the flight attendant at the airport have no access to move my husband closer to us. This is my first time flying with Air France and the last. They obviously don’t care about the customer and don’t want to take responsibility of the damaged caused by tone of their employees. Please do not fly with Air France",Family Leisure,Economy Class,Venice to Paris,July 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,No,A321
2024-07-22,5,10,R Leyne,"✅ Trip Verified |  Disappointing Premium Economy onboard experience on flight segment from CDG to YYZ in July 2024 with AirFrance. Journey segment originated in AMS, and the SkyPriority AMS airport was quick to check-in and drop-off luggage, with express security line, but wasn't really needed since the regularly security lines were moving just as quick. The AF Premium Economy experience on the trans-Atlantic segment was a real disappointment though, and should next time choose one of their SkyTeam members like KLM or Delta instead. Seats and cabin interior were dirty. Crumbs, dirt, and hairs evident on the seat, storage areas, food surfaces, and floor. Headphones are built-in cord-connected to the plane, with a sticker claiming they have been sanitized after each use, which I'm not so sure off. Service on the plane is really disappointing, with crew really not friendly at any point during the flight. They look angry, don't smile, and try to avoid any service as possible. Was almost impossible to get a drink at any time during the flight, as they don't answer the attendant call requests either. If you can the attention of a steward to request a drink, they are served in such small paper cups, and then filled only half full, so it's basically the portion of a Costco drink sample. In flight hot meal was a disgusting mushy pasta with mushed peas puree and it didn't look any better. Best part was the dinner roll with butter. Late night snack was a cold soggy bun with a super thin layer of pre-spread hummus, which was also quite gross. If this was the service and food in Premium Economy, I can't imagine what Economy was like. Online reviews said Air France Premium Economy was good and I was looking forward to it, but now I wouldn't recommend it. Would opt for a different airline.",Family Leisure,Premium Economy,Paris to Toronto,July 2024,2.0,1.0,1.0,1.0,4.0,,3,No,Boeing 777
2024-07-17,1,10,P Davidson,"✅ Trip Verified | I am very disappointed with this airline and will never book with them again. I had a terrible experience due to them overbooking my paid for flight. Being an international flight, they rebooked me a full 24 hours later causing me to miss a whole part of my trip and booked itinerary. They were rude and unhelpful when I reached out to them to ask for compensation due to missed tours and hotel stay that I could not be reimbursed for. They wouldn't admit to any wrongdoing and blamed it on my connecting flight that was delayed, even though I still arrived to the gate with plenty of time to board and had checked in online. They did not provide any compensation and would not admit to their overbooking being the cause of me not getting to Paris as I had booked. The letters and follow up I received were rude with no empathy for what was a nightmare travel experience. I have flown internationally and booked many trips, never have I experienced such an awful situation as this. It was a first time trip to Paris for me and I never want to go again, especially with this airline. For whatever it is worth, I hope this helps someone else if on the fence with booking - I don't like to complain but somehow I needed to do what I could to hold this airline accountable for my experience. They did nothing to resolve it and I'm still left with anger and frustration to being silenced and without resolution.",Solo Leisure,Economy Class,New York to Paris,January 2024,1.0,1.0,,,1.0,,1,No,
2024-07-10,1,10,E Kan,✅ Trip Verified |  They delay the first flight and the second flight leaves early so many people couldn’t make the second flight. I got business class but they downgrade me and ask that I file refund separately by “contacting” the airline. I cannot get a hold of anyone in the airline by phone. I file a refund claim which I’m reading Air France doesn’t seem to respond to. I will be asking my bank for chargeback since Air France seems to be incompetent. This isn’t the first time a delay has occurred but it was the worst incident which is why I’m writing the review. Not to mention with my business class my luggage weight would be fine but it’s too heavy for economy which they downgraded me to so I had to pay an extra 115 euros. (CDG forces everyone to weigh their bags) so do I think this airline and airport is one big scam?,Solo Leisure,Economy Class,Hamburg to Singapore via Paris,July 2024,1.0,1.0,,,1.0,,1,No,
2024-07-10,5,10,Peter Joel ,"✅ Trip Verified |  Boarding was delayed on the first leg, and on the second. We were supposed to have special meals, but they neglected to load them in Paris. The steward put more effort into explaining why it was not his fault than he did remedying the situation. They also neglected to pass on the request to QANTAS, for the final leg of the (24 hour) journey.",Couple Leisure,Economy Class,Lisbon to Singapore via Paris,July 2024,4.0,2.0,2.0,3.0,1.0,,3,No,A321 / Boeing 777-300ER
2024-07-07,3,10,R Cardom,"✅ Trip Verified |  My family of 4 and I are long-time, loyal Delta customers and often times our flights are operated by Air France. Recently, during a multi-stop trip, we experienced 3 separate terrible experiences, leaving us unwilling to fly Air France again. First, from LAX to CDG, our flight was expected to be delayed which would result in our missed connection out of CDG. We were informed the morning of, and we were automatically, without our input/consent, changed to another flight later in the day. It took a 2 hour long phone call to convince the Air France representative that our preference was to remain on our original flight (despite the missed connection), and that they should not have assumed our preference was to take the later flight (which would not have made it to CDG in time for our connection anyway). The Air France representative insisted that I was the one who had requested the change during an earlier phone call, which was a blatant lie. Next, from BCN to CDG, our flight was canceled due to smoke detected in the rear of the plane. While we truly appreciate the safety precaution, this led us to be delayed, potentially missing our connection flight home from CDG. We were shuttled out of the plane, and taken back to the terminal where we were greeted and instructed by absolutely no one, displaying a shocking lack of empathy and support. We were all on our own, left to figure out how we would retrieve our bags, rebook flights, where to go, etc. Air France customer service dropped the ball here yet again. Finally, on our rebooked flight from BCN to CDG, our flight was 2 hours delayed due to an employee strike. The Air France employee speaking on the intercom was very clear to let us know that it was not Air France's fault, but rather the fault of a contractor. While this may be true, I still hold Air France accountable, and they could have handled the situation better by communication updates more frequently, and being better prepared by foreseeing the strike or having a contingency plan to minimize delays. Ultimately, we missed our connection flight out of CDG and had to stay in a mediocre hotel by the airport until our flight the next day.",Family Leisure,Economy Class,Los Angeles to Barcelona via Paris,July 2024,3.0,2.0,3.0,2.0,1.0,,1,No,
2024-07-07,1,10,Reza Falsafi,"Not Verified |   Going to Lisbon via Paris: the service from Vancouver to Paris was awful, with only one meal and one snack. I asked for a stewardess three times by turning the light on but no one came. Finally someone was passing and I asked for a small snack. I was given a cheese sandwich. I  didn't eat it. Very unfriendly flight attendants. Return flight: boarding was absolute chaos. No line ups all zones boarding together.",Couple Leisure,Economy Class,Vancouver to Lisbon via Paris,June 2024,3.0,2.0,1.0,4.0,3.0,,1,No,
2024-07-06,1,10,H Shaw,"✅ Trip Verified | Whatever you do, do not travel if you have a disability. Air France will not help and does not care. They changed my gate information after issuing me the boarding pass. The new gate was 5 miles away from the original. Not just a few gates. Because they refused to give me my boarding pass once I was in their wheelchair assist program, I could not move on my own. On top of that, their staff kept us away from any monitors that would have shown the gate had changed. At NO POINT did they ever email, text or call us to let us know the new gate. Because their wheelchair assist was so slow, we showed up at the wrong gate with only 15 minutes left only to see an empty gate. They refused to hold the flight, even though it left 30 minutes late. So they weren't pressed for time, they just don't give a darn Out of the 12+ employees we dealt with, ONE helped. The rest were useless and lazy. They do not care about people at all. We were able to get a flight on Delta and make it home. One piece of luggage was delayed, but again, the luggage was being held by Air France and they don't care. Once it fell into the hands of Delta, it moved very quickly. On the flight getting to Europe, they gave us 4 ounces of water and that was all for a 10 hour flight. Then lost one piece of our luggage and lied to us about it. I have heard that the French are rude to Americans, but I assumed it was more urban myth; NOPE. Air France is cheap, poor service and will not help no matter the situation. Heaven help those traveling to Paris for the Olympics. Paris airports and their airlines are not ready.",Couple Leisure,Business Class,Madrid to Phoenix via Paris,July 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,No,
2024-06-25,8,10,T Mudiayi,"✅ Trip Verified |  I was a passenger on “Air France” flight AF0995 on June 21, 2024 leaving Johannesburg for Paris, CDG, in seat 31A when, an hour and a half after takeoff, I experienced sudden and serious illness: headache, choking, profuse sweating, nausea, generalized body weakness and gradual loss of consciousness. My wife, Tshabu Mudiayi, who occupied seat 31B noticed my distress and asked me what was wrong. I tell him to turn on the fresh air. The plane -Boeing! – did not have this button or the staff call button. She had to leave me in a panic to go and inform the hostesses of my situation. I was slowly losing consciousness. The staff, a woman and a man, arrived quickly and immediately began a very basic, but nonetheless effective, “resuscitation”. I myself have been an internist for 46 years and I could, although inert, hear: “lift your legs, is the pulse present?, place the ice cubes on the neck, bring more, remove the anourak, pat his head, try to talk to him…let's move him to the front of the empty row, he's heavy, the big baby (!) – I'm 72 years old! -, can you hear us, sir? There are also two doctors among the passengers, we’ll take care of you, you’ll be fine…” After about fifteen minutes of effort, I completely came to my senses. I felt good and out of danger. Even the Commander came to see what was happening.  Your agents came back again in the morning to reassure me about my condition. I was able to eat. My journey continued without problem to CDG, Paris, and then Toronto, my final destination from where I am writing to you. I would like here to express my appreciation for the “professionalism”, the rapid and efficient assistance of the personnel of this flight and also for the attention and delicacy that the commander, a Mr. Petro - I was told - demonstrated on the client and the patient that I was.  J’etais passager sur le vol AF0995 d’“Air France” le 21 juin 2024 quittant Johannesburg  pour Paris, CDG, sur le siege 31A lorsque, une heure et demie apres le decollage, je fus pris d’un malaise soudain et serieux: maux de tete, suffocation, sueurs abondantes, nausees, faiblesse corporelle generalisee et survenue progressive d’une perte de connaissance. Mon epouse, Tshabu Mudiayi, qui occupait le siege 31B s’apercut de ma detresse et me demanda ce qui n’allait pas. Je lui dis d’activer l’air frais. L’avion -Boeing! – n’avait pas ce bouton ni celui d’appel du personnel. Elle dut me quitter en panique pour aller informer les hotesses de ma situation. Je perdais doucement connaissance. Le personnel, une femme et un homme, arriva rapidement et entreprit immediatement une “reanimation” tres basique, mais efficace cependant. Je suis moi-meme medecin-interniste depuis 46 ans et je pouvais, quoiqu’ inerte, entendre: “souleve les jambes, le pouls est-il present?, pose les glacons sur le cou, apporte-z-en encore, enleve son anourak, tapote la tete, essaye de lui parler…deplacons-le devant a la rangee vide, il est lourd, le gros bebe (!) – j’ai 72 ans! -, vous nous entendez, Monsieur? Il y a aussi deux medecins parmi les passagers, on s’occupe de vous, ca ira…” Au bout d’une quinzaine de minutes d’efforts, je repris totalement mes esprits. Je me sentais bien et hors de danger. Meme le Commandant vint voir ce qui se passait.  Vos agents revinrent encore le matin me /se rassurrer sur mon etat. J’ai pu manger. Mon voyage continua sans probleme jusque CDG, Paris, et ensuite Toronto, ma destination finale d’ou je vous ecris. Je voudrais ici exprimer mon appreciation pour le “professionalisme”, le secours rapide et efficace du personnel de ce vol et aussi de l’attention et la delicatesse que le commandant, un Monsieur Petro -m’a-t-on dit- ont demontre sur le client et le malade que j’etais.",Couple Leisure,Economy Class,Johannesburg to Paris,June 2024,3.0,5.0,4.0,4.0,4.0,4.0,3,Yes,
2024-06-21,2,10,C Mallen,"✅ Trip Verified |  My flight on 1st March was delayed for more than 6 hours at Paris airport. A couple days later I contacted the Air France customer service to claim financial compensation for the delay. Almost 4 months later I haven't received any compensation, and the company stopped following up with me. I called customer service many times and I was always told they would get back in touch with me on the phone and via email, but they never did. It seems to me that the company is trying to ""save"" money on those delay compensations.",Solo Leisure,Economy Class,Paris to Montreal,March 2024,2.0,3.0,2.0,3.0,3.0,1.0,3,No,
2024-06-20,1,10,Lisa Doog,"Not Verified | My suitcase arrived 3 days late, I spoke to them and since I was there for work and meetings, they instructed me to buy the necessary items for my work and hygiene so I did and when I got back home and asked them for reimbursement They asked for thousands if documents and I provided every single one, then out if no where they just said the documents are not complete and I kept emailing and calling them and asking them what other document they need, they tell me now everything is complete but no one knows why I was rejected and why that supervisor just decided to deny the case, they are now after a month telling me to wait 21 business days until I can reopen the case again. So ridiculous that they charge an arm and a leg and lose your suitcase and when the time comes that they have to pay such little amount, they give you a good run around and no one wants to help and just gives you a hard time.",Business,Business Class,,April 2024,3.0,4.0,3.0,3.0,1.0,,1,No,
2024-06-16,4,10,R Wagner,"✅ Trip Verified | My trip was a code-share ticket through Delta (miles) in Business Class from Houston to Paris. This review is for the Air France flight from Mexico City to Paris (CDG). First, the lounge experience that Air France leverages in Mexico City is subpar. The hard product (A350-900) is a very nice aircraft. No complaints with the seat, although the space for legs/feet for sleeping is a bit tight. Boarding was hectic in Mexico City. The flight attendants were friendly but nothing beyond the basics. The food was poor. The steak dish was horrible and bland (and cool). What really made this flight the worst, was the fact that Air France did not load any passenger bags (or pets) on this flight and did not tell the passengers until after arrival in Paris (at an empty baggage claim belt), and everyone had to enter a claim. Even though they knew this for the entire eleven hour flight. Apparently overloaded with cargo. Air France does not have bag tracking like United (for example) and the claim system was not updated promptly, so no indication of if/when bag would be delivered until a few hours before arrival at hotel the following evening (and I was leaving for another city in the morning!). Submitting claims for items purchased in slow and they don't except bank credit card receipt info (even though this shows date/location/store/item type, etc.). Had to be persistent with my responses and still not be compensated for the entire amount. Ability to contact Air France Customer Service is not easy to do. They have it set up to mostly avoid ""human"" contact.",Solo Leisure,Business Class,Mexico City to Paris,May 2024,4.0,4.0,3.0,4.0,1.0,,2,No,A350-900
2024-06-11,1,10,N Sharma,"✅ Trip Verified | Bangalore airport - Ground staff at check-in were highly unprofessional and very rude. Bangalore - Paris - Toilets (yes, all of them in Economy) did not have water for PAX to wash hands. Real hygiene issue. Quality of food was pathetic. Quality of headset was bad - audio was crackling. Flight announcements were garbled. Paris - Toronto Crew was very rude. Request for extra blanket was ignored (yes, they did not come back stating they could not provide) There were no beverages served after first meal service. Not even water! Snack served before landing did not have all portions. We were two of us and there were missing items in each of our packets - cannot believe flight crew are so inattentive to what they serve. Pressing CALL button - flight crew ignored. We had left the button on for 10 minutes and pressed it twice. On a long 8 hour flight, crew did not bother serving water or beverages frequently. Flight announcements were garbled.",Couple Leisure,Economy Class,Bangalore to Toronto via Paris,June 2024,2.0,1.0,1.0,1.0,1.0,2.0,1,No,Boeing 777-300er / A330-200
2024-06-08,1,10,Nicholas Pipikios,"Not Verified |   Months ago we purchased two nonstop tickets from Chicago to Paris. The night before our flight, we got an email that we've been rebooked Chicago - Detroit - Paris, with the first leg being on Delta, the second leg being Air France in Detroit. We were annoyed because we paid for a nonstop ticket, but figured, at least we will still get in Paris, just a few hours after our original itinerary. Well, Delta to Detroit was delayed, and even with 20 of us that got rebooked on that Delta flight in Chicago trying to make the Paris connection, Air France did not wait for us in Detroit. We landed 36 minutes after the scheduled Paris departure. Now, we were stuck for a whole day in Detroit. We had horrible room accommodations, a shuttle that never showed up, and a day wasted on our short itinerary. To make matters worse, there was no one at Detroit airport from Air France (AF) to talk to all day so we tried working through an agent with Delta, but they could not see AF's international flights to help. Since we were now arriving in Paris a whole day later, we had a hotel night we had to pay for, museum tickets purchased in advance we could not use, and dinner reservations with a strict cancellation policy that charged us for not showing, despite our emails and pleas to not charge. Regardless, AF initial decision to bump 20 of us off the original nonstop flight in Chicago to Paris, caused us all to miss a whole day in Paris and cost us hundreds of dollars. I made a claim on Air France's website, which they replied to and said because the delay was less than 3 hours, no compensation would be rewarded. What are they even talking about? They clearly did not read our claim, so I called customer service, to which they could only reopen the claim but we cannot talk to anyone on the phone who handles the claims. I pleaded with them on two separate phone calls over two days to please let me talk to someone in claims or customer service or anyone who can help, to which they were very strict in saying there is no one for me to call, I just need to wait another week to hear back by email. Sure, the email's that they don't read and just send random responses to... all I can think of now is to get their attention by 1 star reviews.  What a horrible airline, with horrible policies. I can call any other airline, and have, and been able to get in communication with someone that can help.",Couple Leisure,Economy Class,Chicago to Paris,May 2024,3.0,3.0,4.0,4.0,1.0,1.0,1,No,
2024-05-29,1,10,S Tavani,"✅ Trip Verified |  Air France weighs cabin luggage. I would expect this behavior from a low-cost airline, but not from France’s national airline company.  Anyway, very poor service. I would recommend it only if you want to be treated badly and see how a terrible customer experience feels.",Solo Leisure,Economy Class,Paris to Bologna,May 2024,3.0,2.0,3.0,,1.0,,1,No,
2024-05-29,2,10,Sean Harvey,"Not Verified |   I booked a San Francisco to Paris flight - with extra legroom. Two days before my flight, I received an email from Air France telling me that I could upgrade to business class for an additional $1,100 (no small amount, but a fraction of the normal business class ticket price). Ticket purchased and confirmed. The next day, I received an email saying that they have switched aircraft and that my business class ticket would no longer be honored. I applied for a refund on Air France's non-user-friendly site, only to be told eight times that I didn't qualify, but twice that I did, only to later receive another notice saying I had filled the form out incorrectly. They just send back a decline and no further instructions. This has been going on since January. I've spent hours navigating their system. Long ago had to pay the credit card bill. This run around seems intentional. (I've even had French friends get involved and each time they hit a wall - not because I'm not entitled to a refund, which I clearly am, but because the online system either disconnects or ends up requesting information that I couldn't possibly have.) Even when they told he that my paid for seat was not available, the second line in the email said, ""You will receive a full refund for the price of your ticket."" It's not rocket science. What frustration.",Business,Economy Class,SSan Francisco to Paris,January 2024,1.0,5.0,2.0,4.0,1.0,3.0,1,No,
2024-05-22,1,10,Kristin Tesmer,"Not Verified |   The airline shuffled my daughter and my seats so we were not sitting next to each other. I attempted via chat via the website and with a direct telephone call to have our seats changed so we could sit next to each other. When I finally got to an actual person, they told me they could do nothing to change our seats and they would not do anything. I asked to talk to their supervisor and they said their supervisor does not take telephone calls from customers! We are not getting what we paid for, and there is absolutely no way to resolve the issue with the airline. In my opinion, this is the worst airline experience I have ever had, and the rudest people I have ever dealt with.",Family Leisure,Economy Class,Chicago to Paris,May 2024,,,,,2.0,,1,No,
